"UF;MUNICÍPIO;IBGE;TIPOLOGIA;ZONA;NOME DO ESTABELECIMENTO;STATUS"
"RS;BENTO GONCALVES;4302105;POSTO DE FRONTEIRA;URBANO;EB/6 BATALHAO DE COMUNICACOES DIVISIONARIO;ATIVADO                                                                                                 "
"RS;BAGE;4301602;POSTO DE FRONTEIRA;URBANO;EB/HOSPITAL DE GUARNICAO DE BAGE;ATIVADO                                                                                                                      "
"RS;BAGE;4301602;POSTO DE FRONTEIRA;URBANO;EB/COMANDO DA 3 BRIGADA DE CAVALARIA MECANIZADA;ATIVADO                                                                                                       "
"RS;BAGE;4301602;QUILOMBO;RURAL;ASSOCIACAO DE RADIODIFUSAO COMUNITARIA DAS COMUNIDADES QUILOMBOLAS DE PALMAS;ATIVADO                                                                                     "
"RS;ALEGRETE;4300406;POSTO DE FRONTEIRA;URBANO;EB/10 BATALHAO LOGISTICO;ATIVADO                                                                                                                          "
"RR;UIRAMUTA;1400704;ESCOLA;URBANO;POLO UAB  UIRAMUTA;ATIVADO                                                                                                                                            "
"RR;SAO LUIZ;1400605;ESCOLA;URBANO;POLO UAB  SAO LUIZ DO ANAUA;ATIVADO                                                                                                                                   "
"RR;SAO LUIZ;1400605;ESCOLA;URBANO;KIT - ESCOLA MUNICIPAL SENADOR HELIO CAMPOS;ATIVADO                                                                                                                   "
"RR;SAO JOAO DA BALIZA;1400506;ESCOLA;URBANO;POLO UAB UNIVERSIDADE VIRTUAL DE RORAIMA;ATIVADO                                                                                                            "
"RR;RORAINOPOLIS;1400472;TC_BR;URBANO;TELECENTRO DA PESCA MARE  RORAINOPOLIS  RR;ATIVADO                                                                                                                 "
"RR;PACARAIMA;1400456;ESCOLA;URBANO;POLO UAB  CENTRO DE MULTIMIDIA DE PACARAIMA;ATIVADO                                                                                                                  "
"RR;PACARAIMA;1400456;POSTO DE FRONTEIRA;URBANO;EB/3 PELOTAO ESPECIAL DE FRONTEIRA  7 BISPACARAIMA MARCO BV8;ATIVADO                                                                                     "
"RR;MUCAJAI;1400308;ESCOLA;URBANO;POLO UAB  MUCAJAI;ATIVADO                                                                                                                                              "
"RR;CAROEBE;1400233;ESCOLA;URBANO;POLO UAB  ESCOLA ESTADUAL D PEDRO I;ATIVADO                                                                                                                            "
"RR;CARACARAI;1400209;ESCOLA;URBANO;POLO UAB  CARACARAI;ATIVADO                                                                                                                                          "
"RR;CANTA;1400175;ESCOLA;URBANO;POLO UAB  ANEXO ESCOLA ESTADUAL JOSE AURELIANO DA COSTA;ATIVADO                                                                                                          "
"RR;BONFIM;1400159;ESCOLA;URBANO;POLO UAB  CENTRO DE MULTIMIDIA DE BONFIM  ESCOLA ESTADUAL ALDEBARO JOSE ALC;ATIVADO                                                                                     "
"RR;BONFIM;1400159;POSTO DE FRONTEIRA;URBANO;EB/1 PELOTAO ESPECIAL DE FRONTEIRA / 7 BIS  BONFIM;ATIVADO                                                                                                  "
"RR;BOA VISTA;1400100;ESCOLA;URBANO;POLO UAB  UNIVERSIDADE VIRTUAL DE RORAIMA;ATIVADO                                                                                                                    "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;URBANO;FAB/DESTACAMENTO DE CONTROLE DO ESPACO AEREO  BOA VISTA;ATIVADO                                                                                          "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;RURAL;FAB/BASE AEREA DE BOA VISTA  SCOAMBV;ATIVADO                                                                                                              "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;RURAL;EB/4 PELOTAO ESPECIAL DE FRONTEIRA  7 BIS  SURUCUCU;ATIVADO                                                                                               "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;URBANO;EB/10 GRUPO DE ARTILHARIA DE CAMPANHA NA SELVA;ATIVADO                                                                                                   "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;URBANO;EB/COMANDO DA 1 BRIGADA DE INFANTARIA DE SELVA;ATIVADO                                                                                                   "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;URBANO;12 ESQUADRAO DE CAVALARIA MECANIZADO;ATIVADO                                                                                                             "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;URBANO;EB/6 DELEGACIA DO SERVICO MILITAR DA 29 CSM;ATIVADO                                                                                                      "
"RR;BOA VISTA;1400100;POSTO DE FRONTEIRA;URBANO;EB/1 BASE DE LOGISTICA;ATIVADO                                                                                                                           "
"RR;AMAJARI;1400027;ESCOLA;URBANO;POLO UAB  ESCOLA ESTADUAL OVIDIO DIAS DE SOUZA;ATIVADO                                                                                                                 "
"RR;ALTO ALEGRE;1400050;ESCOLA;URBANO;POLO UAB  CENTRO DE MULTIMIDIA DE ALTO ALEGRE  CENTRO REGIONAL DE ENSINO DE;ATIVADO                                                                                "
"RO;VILHENA;1100304;POSTO DE FRONTEIRA;URBANO;FAB/DESTACAMENTO DE CONTROLE DO ESPACO AEREO  VILHENA;ATIVADO                                                                                              "
"RO;VILHENA;1100304;POSTO DE FRONTEIRA;URBANO;EB/TIRO DE GUERRA DE VILHENA;ATIVADO                                                                                                                       "
"RO;THEOBROMA;1101609;ESCOLA;RURAL;KIT - EMEIEF JOSILEI DA SILVA NASCIMENTO;ATIVADO                                                                                                                      "
"RO;SAO MIGUEL DO GUAPORE;1100320;BIBLIOTECA;URBANO;KIT - BIBLIOTECA PUBLICA MUNICIPAL;ATIVADO                                                                                                           "
"RO;PORTO VELHO;1100205;POSTO DE FRONTEIRA;URBANO;EB/5 BATALHAO DE ENGENHARIA DE CONSTRUCAO;ATIVADO                                                                                                      "
"RO;MINISTRO ANDREAZZA;1101203;ESCOLA;RURAL;KIT - EPMEF QUINTINO BOCAIUVA;ATIVADO                                                                                                                        "
"RO;ITAPUA DO OESTE;1101104;ESCOLA;URBANO;KIT - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOUTOR CUSTODIO;ATIVADO                                                                                           "
"RO;GUAJARA-MIRIM;1100106;TC_BR;URBANO;TELECENTRO DA PESCA MARE  GUAJARAMIRIM  RO;EM ATIVAÇÃO                                                                                                            "
"RO;COSTA MARQUES;1100080;POSTO DE FRONTEIRA;URBANO;EB/1 PELOTAO DE FUZILEIROS DE SELVA DESTACADOS  6 BIS;ATIVADO                                                                                        "
"RO;COLORADO DO OESTE;1100064;POSTO DE FRONTEIRA;URBANO;EB/TIRO DE GUERRA DE COLORADO DO OESTE;ATIVADO                                                                                                   "
"RO;COLORADO DO OESTE;1100064;ESCOLA;RURAL;KIT - EMEF PROFESSORA CLAIR DA SILVA WEYH;ATIVADO                                                                                                             "
"RO;CABIXI;1100031;ESCOLA;URBANO;KIT - EMEIEF CHICO SOLDADO;ATIVADO                                                                                                                                      "
"RO;ALTO PARAISO;1100403;ESCOLA;URBANO;KIT - EMEF ROGERIO DA SILVA GONCALVES;ATIVADO                                                                                                                     "
"RN;TOUROS;2414407;POSTO DE FRONTEIRA;URBANO;MB/RADIO FAROL CALCANHAR;ATIVADO                                                                                                                            "
"RN;TIMBAUBA DOS BATISTAS;2414308;ESCOLA;URBANO;ESC MUL I GRAU PAULINO BATISTA DE ARAUJO;ATIVADO                                                                                                         "
"RN;TIBAU DO SUL;2414209;ESCOLA;URBANO;ASSOCIACÄO EDUCACIONAL COMUNITARIA DO MUNICIPIO DE TIBAU DO SUL  EDUCAPIPA;ATIVADO                                                                                "
"RN;SERRINHA;2413508;NÃO INFORMADO;RURAL;ASSOCIACAO FRANCISCO CARDOSO DA SILVA;ATIVADO                                                                                                                   "
"RN;SERRA DE SAO BENTO;2413300;ESCOLA;URBANO;ESC MUL DOM MATIAS PATRICIO DE MACEDO;ATIVADO                                                                                                               "
